Deal Date,Security Code,Company,Client Name,Deal Type,Quantity,Price
24/12/2025,531909,CROISSANCE,NIRAJ RAJNIKANT SHAH,P,700000,4.08
24/12/2025,530053,REALECO,AMIT AGARWAL HUF,P,636082,4.83
24/12/2025,544665,GLOBALLOG,RAJASTHAN GLOBAL SECURITIES PRIVATE LIMITED,S,544000,79.20
24/12/2025,507880,VIPIND,IRAGE BROKING SERVICES LLP,P,522490,411.46
24/12/2025,530053,REALECO,DJ INFRASPACE LLP,P,500335,4.85
24/12/2025,531909,CROISSANCE,HEMANT  BAHRI,S,500000,4.08
24/12/2025,512591,PULSRIN,AJAY PITAMBAR CHOUDHARY,S,440602,1.39
24/12/2025,512591,PULSRIN,AJAY PRATAP SINGH,S,415816,1.40
24/12/2025,512591,PULSRIN,AJAY PRATAP SINGH,P,415816,1.37
24/12/2025,544336,QUADFUTURE,IRAGE BROKING SERVICES LLP,P,310565,349.39
24/12/2025,506687,TRANSPEK,ASHWIN CHAMPRAJ SHROFF,P,307225,1277.00
24/12/2025,506687,TRANSPEK,SHRUTI ATUL SHROFF,S,307225,1277.00
24/12/2025,526935,ARUNIS,NEO APEX VENTURE LLP,P,300000,141.90
24/12/2025,544319,SENORES,RAVI PAWANKUMAR SANGHVI,S,292500,792.19
24/12/2025,544336,QUADFUTURE,IRAGE BROKING SERVICES LLP,S,277283,352.07
24/12/2025,544319,SENORES,YASHKUMAR SHANTILAL SANGHVI,S,276270,792.00
24/12/2025,543520,GLHRL,MAHESH  JAIN,P,250000,21.80
24/12/2025,538734,CEINSYSTECH,RAGHAV MANISH NUWAL,P,242821,1065.80
24/12/2025,538734,CEINSYSTECH,BIGCORP FINANCE CAPITAL PRIVATE LIMITED,S,242821,1065.80
24/12/2025,523483,PACIFICI,V & D INVESTMENT PRIVATE LIMITED,P,213200,166.75
24/12/2025,523483,PACIFICI,SHANTA BAI SIROYA,S,213000,166.75
24/12/2025,543520,GLHRL,SUCHETA DHRUVKUMAR JANI,S,207000,22.04
24/12/2025,539938,MIL,SAMIR DILIPKUMAR  SHAH,P,197285,30.75
24/12/2025,544665,GLOBALLOG,NECTA BLOOM VCC - NECTA BLOOM ONE,S,185600,79.20
24/12/2025,539938,MIL,SHARE INDIA SECURITIES LIMITED,P,175000,30.01
24/12/2025,539659,KAMATS,THE GOLDEN BIRD INVESTMENT TRUST - I,P,170000,54.90
24/12/2025,539798,UMIYA,WINSPIRE PROJECT CONSULTANTS PRIVATE LIMITED,P,163681,24.55
24/12/2025,513528,GLITTEKG,ASHOKE AGARWAL,S,160000,11.18
24/12/2025,543798,PATRON,NANDITA PRADIP PALSHETKAR,S,160000,2.92
24/12/2025,544628,ASTRONMULT,PRABHAT FINANCIAL SERVICES LIMITED,S,154000,22.61
24/12/2025,534422,LOOKS,MAXGAINZ FINSERVE PRIVATE LIMITED,S,150000,6.15
24/12/2025,544498,OVAL,SMC GLOBAL SECURITIES LIMITED,S,148800,55.50
24/12/2025,539798,UMIYA,SURENDRASINH PRAVINSINH VAGHELA,S,144828,24.55
24/12/2025,539659,KAMATS,GREEN PORTFOLIO PRIVATE LIMITED - SUPER 30 DYNAMIC FUND,S,136959,54.90
24/12/2025,524322,KABRADG,KRUTI SEVANTI DOSHI,S,126000,30.19
24/12/2025,530187,ATHARVENT,PRAGATI GLOBAL FINANCE LIMITED,S,125000,3.20
24/12/2025,511447,SYLPH,ZEEL SANJAY SONI,S,116422,0.70
24/12/2025,505515,SHYMINV,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,S,109934,12.36
24/12/2025,544628,ASTRONMULT,SOHAM FINCARE INDIA LLP,P,108000,22.63
24/12/2025,544628,ASTRONMULT,SOHAM FINCARE INDIA LLP,S,104000,22.95
24/12/2025,531512,ORIENTTR,GAURI NANDAN TRADERS,P,102072,21.16
24/12/2025,531512,ORIENTTR,PICADALLY TRADE & HOLDINGS PRIVATE LIMITED,P,100000,21.02
24/12/2025,531512,ORIENTTR,NIRAJ RAJNIKANT SHAH,S,100000,21.02
24/12/2025,539938,MIL,SHAH RUTVEE RUTWA,S,100000,30.00
24/12/2025,539938,MIL,SANJAYKUMAR JASHVANTLAL SHAH,S,100000,30.00
24/12/2025,539938,MIL,KRIPABEN SANJAYBHAI SHAH,S,100000,31.00
24/12/2025,539938,MIL,RAHIL SANJAYBHAI SHAH,S,100000,30.44
24/12/2025,505515,SHYMINV,VENKAYAMMA  PALADUGU,P,100000,11.94
24/12/2025,505515,SHYMINV,KINJAL DINESHCHANDRA SHAH,P,90200,11.92
24/12/2025,508980,FRONTCAP,KRISHNA NAMANKUMAR TRAPSIA,S,87181,5.71
24/12/2025,544628,ASTRONMULT,SONALI RAJEEV MAHESHWARI,P,86000,22.98
24/12/2025,544628,ASTRONMULT,SONALI RAJEEV MAHESHWARI,S,86000,23.09
24/12/2025,544626,EXATO,ISHAAN TRADEFIN LLP,P,82000,390.67
24/12/2025,544665,GLOBALLOG,ISHAAN TRADEFIN LLP,P,81600,79.26
24/12/2025,544665,GLOBALLOG,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,P,80000,79.20
24/12/2025,531512,ORIENTTR,GAURI NANDAN TRADERS,S,77003,20.95
24/12/2025,544628,ASTRONMULT,NEO APEX SHARE BROKING SERVICES LLP,P,76000,22.19
24/12/2025,524238,GUJINJEC,BHUPENDRA J RATHOD (HUF),S,75000,33.20
24/12/2025,538787,GBFL,SUMAN CHEPURI,S,72397,8.59
24/12/2025,541337,MILEFUR,SHARE INDIA SECURITIES LIMITED,P,69000,28.68
24/12/2025,544625,LOGICIEL,HI KLASS TRADING AND INVESTMENT LIMITED,P,57000,82.87
24/12/2025,539798,UMIYA,MOHMEDSOEB MUSABHAI JETHWA,S,53733,24.51
24/12/2025,514312,JAIHINDS,PRASHAM KUMAR DOSHI,S,53541,40.50
24/12/2025,531280,PANKAJPO,ANISHA FINCAP CONSULTANTS LLP,P,52402,34.12
24/12/2025,539938,MIL,MANISH KUMAR HUF,P,51000,30.00
24/12/2025,539798,UMIYA,DIVYA KANDA,P,51000,24.51
24/12/2025,531280,PANKAJPO,RAMAKANT  GAGGAR,S,50000,34.12
24/12/2025,514312,JAIHINDS,KRITIKA  PRASAD,P,50000,40.10
24/12/2025,544626,EXATO,ISHAAN TRADEFIN LLP,S,49000,392.50
24/12/2025,544641,KVTOYS,ROYAL ALPHA OPPORTUNITY FUND,P,46800,334.52
24/12/2025,531396,WOMENNET,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,S,44714,8.16
24/12/2025,544625,LOGICIEL,VISTAAR TRADING SERVICE PRIVATE LIMITED,S,43200,84.84
24/12/2025,544625,LOGICIEL,VISTAAR TRADING SERVICE PRIVATE LIMITED,P,43200,84.67
24/12/2025,544628,ASTRONMULT,NEO APEX SHARE BROKING SERVICES LLP,S,42000,22.04
24/12/2025,532397,KONNDOR,MILAP TOBACCO PRIVATE LIMITED,P,40000,19.95
24/12/2025,512301,CHMBBRW,NEO APEX SHARE BROKING SERVICES LLP,S,39196,23.50
24/12/2025,543231,ADL,ORION STOCKS LTD,P,35885,80.83
24/12/2025,531676,VAGHANI,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,S,33000,169.47
24/12/2025,544625,LOGICIEL,HI KLASS TRADING AND INVESTMENT LIMITED,S,27600,83.75
24/12/2025,539938,MIL,SHARE INDIA SECURITIES LIMITED,S,24000,30.50
24/12/2025,511577,SAVFI,MANJULA VINOD KOTHARI,S,22825,15.95
24/12/2025,539946,BAZELINTER,DURGESH MERCHANTS LIMITED,S,13572,65.87
24/12/2025,512591,PULSRIN,AJAY PITAMBAR CHOUDHARY,P,10603,1.39
24/12/2025,544498,OVAL,SMC GLOBAL SECURITIES LIMITED,P,3200,50.25
24/12/2025,532925,KAUSHALYA,NIRMALA VIKRAM DOSHI,P,2300,888.33
24/12/2025,544628,ASTRONMULT,PRABHAT FINANCIAL SERVICES LIMITED,P,2000,22.03
24/12/2025,538787,GBFL,SUMAN CHEPURI,P,450,7.29
24/12/2025,532925,KAUSHALYA,NIRMALA VIKRAM DOSHI,S,24,890.67
24/12/2025,540730,MEHAI,SHARE INDIA SECURITIES LIMITED,P,1,1.65
26/12/2025,511447,SYLPH,PURSHOTTAM INVESTOFIN LTD,S,12250000,0.72
26/12/2025,544374,ROADSTAR,J.C.FLOWERS ASSET RECONSTRUCTION PRIVATE LIMITED,S,12000000,59.99
26/12/2025,544374,ROADSTAR,WHITEOAK CAPITAL MUTUAL FUND,P,11750000,60.00
26/12/2025,539773,ADVIKCA,FAIRPLAN DISTRIBUTORS PRIVATE LIMITED,P,11300000,1.31
26/12/2025,543267,DAVANGERE,IRAGE BROKING SERVICES LLP,P,10633395,3.45
26/12/2025,511447,SYLPH,BON LON SECURITIES LTD,P,10000000,0.72
26/12/2025,511447,SYLPH,HARSHIT FINVEST PVT LTD,P,10000000,0.72
26/12/2025,537800,MANGIND,SHARE INDIA SECURITIES LIMITED,S,8368974,1.02
26/12/2025,537800,MANGIND,SHARE INDIA SECURITIES LIMITED,P,8146617,1.01
26/12/2025,541601,RAJNISH,RAJPUT RAVINDRA B,S,7500000,0.54
26/12/2025,540730,MEHAI,DYNAMIC SERVICES & SECURITY LIMITED,P,6000000,1.58
26/12/2025,539773,ADVIKCA,MOCKTAIL TRADING PRIVATE LIMITED,S,4205167,1.32
26/12/2025,539773,ADVIKCA,NIVESH CONSULTANCY PRIVATE LIMITED,S,4128312,1.30
26/12/2025,540730,MEHAI,SHARE INDIA SECURITIES LIMITED,S,3969946,1.50
26/12/2025,539773,ADVIKCA,ULTIMATEANNEX TRADING PRIVATE LIMITED,P,3700000,1.30
26/12/2025,539773,ADVIKCA,ULTIMATEANNEX TRADING PRIVATE LIMITED,S,3541000,1.30
26/12/2025,539773,ADVIKCA,TUMPKINSHARP TRADING PRIVATE LIMITED,S,3264391,1.32
26/12/2025,540259,SHANGAR,SARITA,P,3231399,0.29
26/12/2025,541890,SPACEINCUBA,SREEKIRAN CHALLAPILLA,P,1926789,0.37
26/12/2025,542046,VIVIDM,SALIM MOHAMMED HUSSEIN PUNJANI,S,1500000,6.40
26/12/2025,538476,CTL,YASHIKA CAPITAL FINVEST PRIVATE LIMITED,S,1399096,26.95
26/12/2025,538476,CTL,UNINAV DEVELOPERS PVT LTD,P,1390000,26.95
26/12/2025,539559,DDIL,NEO APEX VENTURE LLP,S,749968,6.37
26/12/2025,532092,EPUJA,CHETAN MERCHANT,S,479600,2.97
26/12/2025,531349,PANACEABIO,IRAGE BROKING SERVICES LLP,S,468554,409.82
26/12/2025,540730,MEHAI,SHARE INDIA SECURITIES LIMITED,P,467040,1.60
26/12/2025,531349,PANACEABIO,IRAGE BROKING SERVICES LLP,P,382798,409.86
26/12/2025,544665,GLOBALLOG,MARWADI SHARES AND FINANCE LIMITED,P,345600,79.20
26/12/2025,544656,HRS,RATHOD DIGVIJAYSINH RAJENDRASINH,S,271200,168.82
26/12/2025,534422,LOOKS,MAXGAINZ FINSERVE PRIVATE LIMITED,S,266944,6.42
26/12/2025,543520,GLHRL,SUCHETA DHRUVKUMAR JANI,S,253000,23.19
26/12/2025,543520,GLHRL,JITENDRA BABULAL JAIN,P,250000,23.11
26/12/2025,544656,HRS,RATHOD DIGVIJAYSINH RAJENDRASINH,P,222000,168.81
26/12/2025,500147,COCKERILL,JOHN COCKERILL SA,S,191851,4728.41
26/12/2025,504378,NYSSACORP,FAIRPLAN DISTRIBUTORS PRIVATE LIMITED,S,189851,2.69
26/12/2025,540703,PROCLB,MADHUBALA PARESH TRIVEDI,S,187285,27.08
26/12/2025,533022,20MICRONS,IRAGE BROKING SERVICES LLP,S,178653,228.34
26/12/2025,543267,DAVANGERE,IRAGE BROKING SERVICES LLP,S,156788,3.55
26/12/2025,512443,GANONPRO,KAMLA BUSINESS VENTURES PRIVATE LIMITED,S,150000,15.25
26/12/2025,541337,MILEFUR,CHAVDA DEVYANIBEN ANILKUMAR,S,132000,28.92
26/12/2025,533022,20MICRONS,IRAGE BROKING SERVICES LLP,P,131443,227.19
26/12/2025,544656,HRS,MEET RAJENDRAKUMAR PATEL,P,127200,166.13
26/12/2025,544656,HRS,SPRING VENTURES,S,100800,168.81
26/12/2025,540703,PROCLB,THAKKARVIPULBHAILAXMIDAS,P,100000,27.08
26/12/2025,544529,APPL,31 DEGREES NORTH FUND I,S,96000,160.00
26/12/2025,544635,LUXURY,SONALI RAJEEV MAHESHWARI,S,96000,99.58
26/12/2025,544635,LUXURY,SONALI RAJEEV MAHESHWARI,P,96000,99.15
26/12/2025,543520,GLHRL,SHIV SHAKTI TRADING COMPANY,S,94000,23.22
26/12/2025,544635,LUXURY,SOHAM FINCARE INDIA LLP,P,81600,99.65
26/12/2025,544665,GLOBALLOG,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,S,81600,79.26
26/12/2025,544635,LUXURY,SOHAM FINCARE INDIA LLP,S,80000,100.62
26/12/2025,544665,GLOBALLOG,ISHAAN TRADEFIN LLP,P,76800,83.25
26/12/2025,544635,LUXURY,MATALIA STOCK BROKING PRIVATE LIMITED,P,75200,98.81
26/12/2025,544635,LUXURY,MATALIA STOCK BROKING PRIVATE LIMITED,S,75200,99.35
26/12/2025,544665,GLOBALLOG,ISHAAN TRADEFIN LLP,S,68800,79.20
26/12/2025,526638,TEXELIN,JUI PARAG LOKHANDE,S,68794,89.33
26/12/2025,544635,LUXURY,F3 ADVISORS PRIVATE LIMITED,S,65600,97.79
26/12/2025,538476,CTL,UNINAV DEVELOPERS PVT LTD,S,61467,27.02
26/12/2025,544621,SSMD,SHYAMA SHAHI,P,56000,72.00
26/12/2025,541703,RACONTEUR,YASHIV HOLDINGS PRIVATE LIMITED,P,54400,18.36
26/12/2025,544625,LOGICIEL,X91 CAPITAL FUND,P,54000,79.64
26/12/2025,544665,GLOBALLOG,MARWADI SHARES AND FINANCE LIMITED,S,51200,83.25
26/12/2025,541337,MILEFUR,SHARE INDIA SECURITIES LIMITED,P,51000,29.27
26/12/2025,544625,LOGICIEL,HI KLASS TRADING AND INVESTMENT LIMITED,S,51000,79.33
26/12/2025,544625,LOGICIEL,HI KLASS TRADING AND INVESTMENT LIMITED,P,51000,79.86
26/12/2025,539798,UMIYA,DIVYA KANDA,S,51000,25.53
26/12/2025,540703,PROCLB,DEENAZ VIRAF MIRZAN,P,50001,27.08
26/12/2025,544621,SSMD,ALGOQUANT FINTECH LIMITED,S,50000,73.34
26/12/2025,544629,RAVEL,NAVBHARAT INVESTMENT OPPORTUNITIES FUND,P,50000,136.45
26/12/2025,544621,SSMD,BONANZA PORTFOLIO LIMITED,P,45000,73.10
26/12/2025,544635,LUXURY,JOLLY WILSON,P,43200,98.65
26/12/2025,544635,LUXURY,JOLLY WILSON,S,41600,100.37
26/12/2025,544625,LOGICIEL,COMERCINATE ENTERPRISES PRIVATE LIMITED,S,40800,79.95
26/12/2025,541703,RACONTEUR,DHULL TRADING PRIVATE LIMITED,S,36800,18.33
26/12/2025,544629,RAVEL,NAV CAPITAL VCC - NAV CAPITAL EMERGING STAR FUND,P,35000,141.35
26/12/2025,544629,RAVEL,VINEET  ARORA,P,35000,140.04
26/12/2025,544621,SSMD,BONANZA PORTFOLIO LIMITED,S,31000,71.41
26/12/2025,500143,PHCAP,ALGOQUANT FINTECH LIMITED,P,30000,342.80
26/12/2025,500147,COCKERILL,RAMESH SHRICHAND DAMANI,P,27500,4704.45
26/12/2025,541703,RACONTEUR,VARUN JUNEJA,S,27200,17.31
26/12/2025,500147,COCKERILL,CHETAN JAYANTILAL SHAH,P,25000,4707.00
26/12/2025,544635,LUXURY,F3 ADVISORS PRIVATE LIMITED,P,6400,97.98
26/12/2025,544621,SSMD,ALGOQUANT FINTECH LIMITED,P,5000,71.62
